,pel_x,pel_y,pel_z,lf_x,lf_y,lf_z,rf_x,rf_y,rf_z,x,y,Ly,Lx
0,-0.03561766318573862,0.09642298247818584,0.5454798029808314,-0.005627298634892575,0.10212710917675161,-0.000560439291802009,0.0003450889662317668,-0.10295208244011993,0.01803377488373467,-0.0003391073062370721,-0.027114179340001196,0.0027201736558507402,0.24789198744119917
1,-0.03558310161986071,0.09532600626647769,0.5455142472813134,-0.005442508110235968,0.10210795982628099,-0.0006744603115883957,0.0006217736470268357,-0.10375463254166385,0.017942175596777882,-0.0005214593787533639,-0.028048047032448592,0.0021244346626247933,0.2752077250155492
2,-0.03531706992493069,0.09385929534194275,0.5454974233681968,-0.005854120735593637,0.10186553908822205,-0.0007605925651058484,0.0005786342526153364,-0.10481110887595843,0.017633468538998845,-0.00019274032735727697,-0.029073405411534373,0.0018297601499541764,0.3039177997888805
3,-0.03504815488468222,0.09266185575393737,0.5454834377227364,-0.005841736259532009,0.10176462271152499,-0.0007330565952189255,0.0008100009277790012,-0.10567528478490124,0.017287947933433606,-0.0002389084004378525,-0.03000363867763313,-0.007346349501104971,0.3582286866849869
4,-0.03483654025248601,0.09172771266943434,0.5454740191387121,-0.0053441738425269395,0.10179919903278756,-0.0007102155984355582,0.0014393437948927584,-0.1064788395258188,0.016952852754255607,-0.000704264130596469,-0.030846853214668554,-0.008988642591079564,0.3736217759983714
5,-0.034614037879896004,0.09053879049480915,0.5454826957415977,-0.005432792024356152,0.10184803597231648,-0.0007107908337913929,0.0013009193761770593,-0.10727705164973954,0.01639389679358534,-0.0006437852730059772,-0.03190594016137646,-0.0032778572730785037,0.3616666169985651
6,-0.03438866470914109,0.08929159190503261,0.5454886566264416,-0.005439745947868105,0.10190726234628678,-0.0008313430778010486,0.0009845079900885987,-0.10810881885978628,0.015891965068920516,-0.0006464228555068579,-0.03302494198878567,-0.005382190369180518,0.37397463462615804
7,-0.03416243385706787,0.08800891383955561,0.5454967157111911,-0.005413436514066586,0.10187345854735286,-0.000797244713409466,0.0006487158811415122,-0.10903262420008,0.015419325302798673,-0.0006703027253749686,-0.034083947660206795,-0.004994004560692171,0.38829139733126095
8,-0.0339357414448184,0.08669971126561413,0.5455199344542787,-0.0053998627726436505,0.101880657592145,-0.0007659540955871208,0.00039162747904540477,-0.10981878413961768,0.01497636779501478,-0.0006759293778559432,-0.035200684638739696,-0.003444512675087257,0.40236503410298946
9,-0.03370415138446399,0.0853322265268396,0.5455448170835889,-0.0054204091693550996,0.10191253321668996,-0.0007344906391089506,0.0001368709870556012,-0.11070277342312058,0.014558256007628431,-0.0006486853406314193,-0.0363902352589464,-0.0017174413809333527,0.4145468713958645
10,-0.033486297198552985,0.08389578060710852,0.5455759927299646,-0.005422967615409003,0.10193211941347735,-0.0007084841671810144,-0.00010713647388033327,-0.11155335164109602,0.014134388967200817,-0.0006332473754473876,-0.03761929083225973,-0.000569189064494885,0.42862441267464374
11,-0.03327739134388091,0.08239413940942401,0.5455998948158909,-0.005439299148950883,0.10196388127621314,-0.0007711085634497863,-0.0003474495335620033,-0.11246954601317571,0.01369184446532623,-0.0006059850828046909,-0.03891527077429757,0.0009303851412265203,0.4444902221795632
12,-0.03308864289750534,0.08085084038933354,0.5456313252595167,-0.005444379839182539,0.10196874462998298,-0.0007377249576383388,-0.0006163552172926065,-0.11340831447929745,0.013226444368108825,-0.0005868698072505349,-0.040228394599187055,0.0018366966799879788,0.4619909136834322
13,-0.0329043491685129,0.0792162477820836,0.5456624231551629,-0.005435878686098848,0.1020029592419672,-0.0007465280719079828,-0.0008793181932718573,-0.1143769152624713,0.012725679753575136,-0.0005858837932341682,-0.041635936738035804,0.0028339195293498663,0.4795788200729421
14,-0.03272458022982526,0.07750695194362317,0.5456772885713302,-0.005452607737502711,0.10204745980683216,-0.000732180044771151,-0.0011697985116156731,-0.11536433450026588,0.012193226734611498,-0.0005650990117172005,-0.04311954097155323,0.0030952924408380288,0.4994384203701666
15,-0.03254652494149139,0.07569590777607114,0.545674272945671,-0.005431365162759958,0.10204316772192434,-0.0007459461762895636,-0.0014753973745575376,-0.11646172070973726,0.011619168574990443,-0.0005836995517752288,-0.044641314646307384,0.0027187469645260937,0.5210553285306805
16,-0.03237860622092041,0.07380077051850017,0.5456559028277049,-0.005425838809068741,0.10207753611655537,-0.0007495249043601437,-0.0018191771259672106,-0.1175776279382684,0.010995483948163798,-0.0005909906664599424,-0.046272428389619084,0.002291397984384565,0.5461980665618033
17,-0.03221265394481136,0.0717992965160156,0.545637068284603,-0.005400423030597868,0.1021130470196524,-0.0007210303332391352,-0.0021814063316789502,-0.11877911264227106,0.010319199507922455,-0.0006198993772766363,-0.0479924953582284,0.0015122100767787478,0.572243467432086
18,-0.03204542396257648,0.06969995188603878,0.5456106107939065,-0.0053861787522018496,0.10217970653379926,-0.0006916202636520555,-0.002555766606151597,-0.12001537265983697,0.009596463516008208,-0.0006429452715501927,-0.04982323165408105,0.0007535711589428703,0.6007559182069071
19,-0.03187396721429159,0.06747737796665203,0.5455749061359337,-0.005356049606812985,0.10220821115014596,-0.0006636503556390755,-0.002908146339461015,-0.12130062089364571,0.008807624206948493,-0.0006828686799671916,-0.05172260999539754,-0.00036571291381558486,0.6302257084440235
20,-0.031692756752932094,0.06513002001420318,0.545523100534633,-0.005379200819127284,0.10222797751579044,-0.0006386099652963273,-0.0032172926766183656,-0.12269628344181926,0.007953443359938209,-0.000674336586081398,-0.05371923988825415,-0.0012990826821960286,0.6632680449677617
21,-0.03149703397714135,0.06265606227601561,0.5454493968048771,-0.005369744810474404,0.10223344398590499,-0.0006299145901325076,-0.0034290433673016332,-0.12414641873805358,0.0070097879577407166,-0.0006876120092218531,-0.05580916454717584,-0.002497017027121589,0.6988721933447392
22,-0.031285689793078574,0.060069350206336296,0.5453494459379452,-0.0053873962910465124,0.10222327596749023,-0.0006193167347118972,-0.003531722264839098,-0.12569308296587064,0.005973071692111052,-0.0006641979404465818,-0.05798075514641203,-0.002250737068939332,0.7365426036580005
23,-0.03106375516450321,0.0573682499390168,0.5452233910256947,-0.005401140575289759,0.10223549201157606,-0.0005952583657039476,-0.0035031583713743437,-0.12730571789474954,0.0048375269933001105,-0.000630956066275886,-0.060271816205699935,-0.0010624125614550504,0.7746630534363729
24,-0.030836892270180077,0.054540573254517014,0.5450759926731563,-0.00540828402909372,0.1022467488660344,-0.0005278267215250154,-0.0033728445206092465,-0.12900342162983536,0.003600237521410303,-0.0005908125202985313,-0.06266879588843056,0.0012597437746980024,0.8130944243015182
25,-0.03060736750774614,0.05158049275417378,0.5449077808930799,-0.005418149201569342,0.10225621510368775,-0.0004794684892111059,-0.0031352217897360826,-0.1307751091834078,0.0022707329936962964,-0.0005343187357194218,-0.06517451334804286,0.0043974358642904846,0.8527839891432767
26,-0.030457622188667963,0.04853266089029722,0.5447954178416693,-0.005512527442388872,0.1022315661639952,-0.0004272226150013672,-0.0032627486725690484,-0.1316742303531297,0.0019046014438510936,-0.0003386206475001867,-0.06760928545550116,0.008152505672442108,0.8937888474337007
27,-0.030527162515411013,0.04582749480773592,0.5448237340207129,-0.005682329468844439,0.10227366239218337,-0.0001456115254759166,-0.0034362216252152786,-0.13160761982261282,0.00267699356085694,-3.4718543076912856e-05,-0.06979150889910792,0.016675528502776545,0.9202989620245929
28,-0.03066332092613216,0.04256454080101318,0.5450498101333529,-0.005402849777927179,0.10210391099697949,0.0004515237449579171,-0.0030979806830615,-0.1317076838127066,0.002759357842409313,-0.00012355638513201345,-0.0721858764379162,0.026430521299594847,0.9064194656336005
29,-0.03067974274473404,0.04031361845010746,0.5453124597929256,-0.0055829226450738265,0.10227504466766774,0.0008766153858370124,-0.0033464915602914765,-0.13153422616986868,0.0024135224298660676,0.00010255582769150111,-0.07400741321122334,0.039592548904893915,0.940646489358232
30,-0.030613624948575897,0.037533180433558855,0.5457196291434717,-0.005485069142825143,0.10225740121019977,0.0012485164536027507,-0.003285489165773609,-0.13161764157859127,0.0019131113753651577,5.052520528386721e-05,-0.07610320047320004,0.034163186580520186,0.8700836354171
31,-0.03046773371429486,0.03472862810491424,0.5462140112166817,-0.005563119585727279,0.1022841149642968,0.0016514154274925447,-0.0032978600380963174,-0.1315739986129256,0.0013498264303821311,-0.0021538121579812077,0.1556014402318811,0.030118391253043407,0.86641746032141
32,-0.030306110964646915,0.031094002211630688,0.546925782768925,-0.005733230792577846,0.10105377256794595,0.0017140071830904144,-0.003545751117685729,-0.13300069977506096,0.0021508220080715817,-0.001960271325237916,0.15386359142354267,0.020513648172153218,0.8651007197819097
33,-0.03017675216224118,0.027504858188791614,0.5475129706637935,-0.005828353146822042,0.1010999246410169,0.0003264691669572911,-0.003497190252401989,-0.13557749248393636,0.003501074991784571,-0.0020907492539183406,0.1534765277936501,0.009491039053012828,0.9730684109148986
34,-0.03006980262794524,0.02471461427571862,0.547947898878131,-0.005575927560580327,0.10264034890265639,-0.0005484859060228553,-0.00317632926432964,-0.13425290619820163,0.003986248866901992,-0.002429707997727338,0.15032833321116051,-0.001568363916658451,1.0319828618242637
35,-0.030045759406514362,0.021908688948055026,0.5485085698040689,-0.0055922882527457245,0.10217366163113209,-0.0004833116883367211,-0.003253158347794157,-0.13420227043543032,0.004583645154138005,-0.0023847089980137334,0.14808153605633523,-0.0030616739956709944,0.9559280085995491
36,-0.030032623077643532,0.01925146674140425,0.549040517166751,-0.005590741787779317,0.10235914815240763,-0.0004260110203499687,-0.003212082191096602,-0.13369214616732128,0.005101426385554851,-0.002427585478192308,0.14559165583382563,-0.005609482967828864,0.9386957070628069
37,-0.029959305054636967,0.015639655519992156,0.5496040761001902,-0.005685766688992382,0.10159903460753883,-0.00032686694287770157,-0.003241623405886674,-0.1344087951274719,0.005231926477067966,-0.002419689653322822,0.1433488395333789,-0.004344495740311123,0.903212640861279
38,-0.029705943769408567,0.013032525770489623,0.5497734410498325,-0.005392278800410488,0.10219604456833785,-0.00048063262081898817,-0.0024123088562667365,-0.13171727603217892,0.003101144108388125,-0.003309583246449685,0.13870309981944967,-0.005490648896725925,0.9797727495465028
39,-0.0292861538099738,0.009747856581057198,0.549773191454565,-0.005297183611236933,0.10214091747542159,-0.00042711009581090226,-0.002047288260232205,-0.13073907375838908,0.0020308749406367163,-0.0036842471287906325,0.13514172181898565,-0.01042681837387756,0.9309619165260075
40,-0.0292304642228847,0.0067494078398754875,0.5497967159733649,-0.0055991223148928425,0.10257237606109901,-0.0004116639369600647,-0.0023391172782120696,-0.13051367514145262,0.004149070612630798,-0.0033205514093294676,0.13250227202364215,-0.008736500674670845,0.9608280428458152
41,-0.02940915584467185,0.0027647135274949768,0.5497551758274762,-0.005407087895435793,0.10140915066168905,-0.0005133258056961368,-0.002186578705308223,-0.13182209892586824,0.006743425817617901,-0.0032887112826467876,0.130304883646597,0.0010722791549048305,0.9651988506446391
42,-0.029742047230646565,-0.000568715687090323,0.5496803921237303,-0.005259868690255545,0.10115645869083476,-0.0005477893579703755,-0.002161939784364953,-0.1324891252772099,0.009892765980655652,-0.0030755462625147723,0.1281447422286887,0.02014968276574871,1.083045446019054
43,-0.030125493408866076,-0.003824292268693668,0.5496264334093739,-0.005257784229680953,0.10114306793790198,-0.000542249942226701,-0.0022921882285109364,-0.1332384720764293,0.013226784642992047,-0.002718396702982344,0.12610350273859358,0.0398905915111858,1.099104830155698
44,-0.03040754204749171,-0.006411839588863384,0.5495838231853674,-0.005763144262080539,0.1025765718608318,-0.00040298572510397146,-0.0029413382940441345,-0.13309346074524284,0.016162743939262855,-0.0019330912193870724,0.12395185395988811,0.0533701216802939,1.1071614444864226
45,-0.0305940888370361,-0.009545898898909572,0.5494878918814428,-0.005427970951199658,0.10221256458082617,-0.00040475781847956055,-0.0025579044513370543,-0.13476620982194334,0.0161437798050713,-0.002186980935303045,0.12305078731489195,0.053829637307245944,1.0308339707662968
46,-0.03063342306768068,-0.011685074602791876,0.5492508613174238,-0.005520506873467189,0.10235662947243485,-0.00038483505028635845,-0.0027393737622996746,-0.1349862645304485,0.016033083843578003,-0.0020084701896419255,0.12157539297904794,0.05347601957123111,1.0338306847445016
47,-0.030664360192688405,-0.013577556445668333,0.5490142281569089,-0.005626625955460141,0.10256044238076739,-0.0002613503123203645,-0.0027319427768052185,-0.13414270656522734,0.01619144355138466,-0.0020255714924791446,0.11931718917513812,0.03930445694727765,0.9438432301383272
48,-0.030702315369389603,-0.015764323285524125,0.548795602135777,-0.005666871283847692,0.10234516136992691,-0.00020761066972731224,-0.002651498095974286,-0.13380170933548244,0.016625882395320812,-0.0021304865091214195,0.11728461943304788,0.028101590473169392,0.847702926448653
49,-0.030829254303170652,-0.017963804386752012,0.548660671262907,-0.005627780972617756,0.10202347209677404,-0.0001560299990745126,-0.002727895326753979,-0.1339482452159606,0.01696663795349343,-0.0020836310347619076,0.115679298911885,0.01824886025039238,0.805552843969126
50,-0.031009571802372224,-0.019937240230182424,0.5486123882495645,-0.005531630998858762,0.1021715753928321,-5.20334491095828e-05,-0.0027244548961498118,-0.1340689614658676,0.017230499013158818,-0.0021187452755170484,0.11425432633513885,0.01041758025152576,0.7806564244309983
51,-0.031185619679292752,-0.022022480421085733,0.5485548307872198,-0.005659977701962898,0.10172839355439837,-0.00016697347405936203,-0.0027427760636671815,-0.13497730373212463,0.017305524029803357,-0.0022013286987253577,0.11340457215642182,0.004392353555921689,0.7405705094852243
52,-0.0313012143745169,-0.023653462185864234,0.5485072555248695,-0.005630714998136849,0.10190411456952723,-0.00019258749378532614,-0.0027442836434340076,-0.13504462222137253,0.017383517384976052,-0.0022711973433600166,0.1122066344060581,-0.007338704801792099,0.7331725658342513
53,-0.031374939943041705,-0.024960130611063638,0.5484661576443883,-0.005631187153937324,0.10252942245709956,-0.00014752475799607173,-0.002827030381494882,-0.13441361835271742,0.017489562306013243,-0.002254801224994052,0.1106853337818415,-0.012929303049937871,0.675955775779483
54,-0.03144868796688626,-0.026586561299706005,0.5484213199835719,-0.005610618128095584,0.10234111862981024,-0.0001896581724050786,-0.00280359823720722,-0.13442653504074029,0.017582734015325424,-0.0023353143764843973,0.10941306699047076,-0.016543250352486816,0.5942078309092632
55,-0.031526111697416696,-0.028099961422295414,0.5484174317266042,-0.005629832282357139,0.1022250515214184,-0.00015758005910432304,-0.002784964500389304,-0.13448544387634184,0.017665018158946416,-0.002401635125622255,0.10827737751692476,-0.018247375673231127,0.5751025820704047
56,-0.03159242195971327,-0.029515632297193894,0.5484743902814962,-0.005584368122890933,0.10228399711673813,-0.0002030218549439744,-0.0027530292971827026,-0.13449962511368224,0.01771752138984703,-0.002463591516984635,0.10718601059530393,-0.01852364770402778,0.5514401448988301
57,-0.03162554563068047,-0.030926364015270526,0.5485847566705508,-0.005576032018351863,0.10230634510289627,-0.00014349295685612412,-0.002758082310706317,-0.1345898891330911,0.01768763604232844,-0.0024748094375299096,0.10617308489907558,-0.016873822466984836,0.5245628828761675
58,-0.03161698028770846,-0.03227692141915831,0.5487452588921858,-0.00557414895517218,0.10228862757972676,-0.00018253791622858256,-0.0027454939208541793,-0.13471343118452553,0.017629604385863085,-0.0025016454747192572,0.10523937830029192,-0.01420818525835803,0.5044046272233981
59,-0.03157459182369149,-0.03356935618085936,0.5489780596614224,-0.005625467899501763,0.10234536865198411,-0.0001697247457474807,-0.0027143155709872073,-0.1347691053764532,0.01762870981966648,-0.002542666439422114,0.10427658038935475,-0.012021084666262595,0.48464868215238543
60,-0.03149314167900577,-0.03489445160619172,0.5493077818093248,-0.005603854477370506,0.10232816447429349,-0.00028424012584851027,-0.002649314693704677,-0.13476653134184172,0.017567137779500405,-0.002603919093067312,0.1032346492120027,-0.009938457855779176,0.46594287120882744
61,-0.03136469570054286,-0.03645483703548641,0.549862366751288,-0.005553418252664151,0.10189613219088264,-0.0002153564241157424,-0.002599213086687497,-0.13527235604279253,0.017871988138021003,-0.002614505613152107,0.10242377399920675,-0.006968936055008628,0.4542780344078331
62,-0.031235410507690235,-0.03771641049240513,0.5504904203199436,-0.005574442610486048,0.10190363229996807,-0.0002603783647499927,-0.002594508502836792,-0.13535052511234974,0.018116284861470378,0.0003754883426786322,-0.1357532028346236,-0.0010144520637363136,0.4747510580348022
63,-0.03103556562793915,-0.03895068800717816,0.5511914063783317,-0.005846365678361311,0.10205196358090846,0.0002611524489621389,-0.002816022601715828,-0.13507640967517728,0.018233101878316227,0.0006132347801184341,-0.13683491613018098,0.0007984049281951319,0.45677535163072014
64,-0.03087951619388639,-0.04002856793148176,0.5515700750249611,-0.00538626761604168,0.10194552285831487,0.0021078113249896127,-0.00236065576465444,-0.13523614141195495,0.017985397296257866,0.0002936272935284284,-0.13767552702490782,-0.0029962675857860125,0.4363618908544715
65,-0.03074470630416546,-0.04150308467177082,0.5518930910404203,-0.005502598900686502,0.10164282170628369,0.00373524352992316,-0.0024607014927434563,-0.135250487071001,0.017790941364794158,0.0004669456867206351,-0.13861156001940583,0.012528503650242885,0.42267457932482033
66,-0.030718975031845643,-0.0428866255262656,0.5521893686833286,-0.005612056014982023,0.10121138457062356,0.005696659960850926,-0.0025114105015558302,-0.13504825183852234,0.017348626469236544,0.0006662493089599208,-0.13934826348639193,0.015263394210970144,0.44315468412987513
67,-0.030774483986193667,-0.044195623022594506,0.552499421227469,-0.00563451102142223,0.10085104631540791,0.0077370667802153514,-0.002523399306475299,-0.13465673194991334,0.016410640226517642,0.0007776850054350415,-0.14005035898838097,0.020738849449391302,0.45091571790680207
68,-0.03081613375341745,-0.04545807804804593,0.5527985668167876,-0.005609909186509575,0.10049299560705668,0.00976276551244503,-0.002500205125933269,-0.13418696409678516,0.0151243472158629,0.0008170602456008848,-0.140690855647914,0.024704176589214158,0.4455684099216806
